t,status,heading,cardinal_direction,x_raw,y_raw,z_raw
7.3844,OK,190.76,S,157,-1038,-66
7.4491,OK,192.23,SSW,157,-1038,-66
7.5136,OK,193.99,SSW,173,-1041,-61
7.5781,OK,195.91,SSW,188,-1044,-63
7.6428,OK,197.25,SSW,188,-1044,-63
7.7073,OK,198.73,SSW,203,-1039,-60
7.7723,OK,199.77,SSW,203,-1039,-60
7.8368,OK,200.82,SSW,210,-1041,-54
7.9034,OK,201.82,SSW,215,-1045,-60
7.9679,OK,202.52,SSW,215,-1045,-60
8.0324,OK,203.00,SSW,213,-1049,-60
8.0973,OK,203.58,SSW,218,-1051,-62
8.1619,OK,203.99,SSW,218,-1051,-62
8.2266,OK,204.48,SSW,216,-1066,-54
8.2910,OK,204.82,SSW,216,-1066,-54
8.3555,OK,205.43,SSW,224,-1068,-58
8.4200,OK,206.23,SSW,229,-1076,-58
8.4843,OK,206.80,SSW,229,-1076,-58
8.5487,OK,208.01,SSW,246,-1082,-54
8.6131,OK,208.87,SSW,246,-1082,-54
8.6776,OK,210.41,SSW,264,-1092,-65
8.7420,OK,212.28,SSW,281,-1098,-65
8.8070,OK,213.60,SSW,281,-1098,-65
8.8717,OK,214.72,SW,286,-1099,-49
8.9370,OK,215.59,SW,282,-1107,-57
9.0016,OK,216.19,SW,282,-1107,-57
9.0671,OK,217.05,SW,291,-1111,-73
9.1341,OK,217.51,SW,279,-1121,-58
9.1987,OK,217.83,SW,279,-1121,-58
9.2631,OK,218.94,SW,293,-1133,-49
9.3311,OK,219.71,SW,293,-1133,-49
9.3958,OK,220.64,SW,294,-1144,-53
9.4604,OK,221.99,SW,305,-1153,-48
9.5250,OK,222.93,SW,305,-1153,-48
9.5899,OK,224.14,SW,308,-1166,-46
9.6548,OK,226.13,SW,321,-1185,-43
9.7194,OK,227.53,SW,321,-1185,-43
9.7840,OK,229.80,SW,345,-1200,-48
9.8488,OK,231.40,SW,345,-1200,-48
9.9133,OK,233.11,SW,340,-1218,-48
9.9778,OK,234.06,SW,334,-1216,-42
10.0429,OK,234.72,SW,334,-1216,-42
10.1075,OK,235.33,SW,330,-1222,-40
10.1728,OK,235.97,SW,330,-1227,-34
10.2390,OK,236.42,WSW,330,-1227,-34
10.3035,OK,236.95,WSW,333,-1230,-30
10.3679,OK,237.33,WSW,333,-1230,-30
10.4328,OK,237.32,WSW,316,-1235,-35
10.4974,OK,237.93,WSW,329,-1240,-27
10.5621,OK,238.35,WSW,329,-1240,-27
10.6268,OK,239.30,WSW,325,-1256,-33
10.6914,OK,239.96,WSW,325,-1256,-33
10.7558,OK,241.15,WSW,324,-1271,-21
10.8203,OK,242.54,WSW,330,-1279,-35
10.8860,OK,243.51,WSW,330,-1279,-35
10.9512,OK,244.97,WSW,327,-1295,-40
11.0174,OK,246.48,WSW,335,-1301,-24
11.0829,OK,247.54,WSW,335,-1301,-24
11.1484,OK,249.14,WSW,324,-1320,-32
11.2130,OK,250.51,WSW,322,-1325,-33
11.2796,OK,251.47,WSW,322,-1325,-33
11.3442,OK,252.58,WSW,312,-1335,-22
11.4088,OK,253.35,WSW,312,-1335,-22
11.4733,OK,254.08,WSW,304,-1340,-26
11.5379,OK,255.29,WSW,303,-1351,-24
11.6024,OK,256.14,WSW,303,-1351,-24
11.6700,OK,257.46,WSW,297,-1363,-20
11.7347,OK,258.42,WSW,293,-1364,-22
11.7993,OK,259.08,W,293,-1364,-22
11.8642,OK,260.14,W,289,-1373,-17
11.9289,OK,260.88,W,289,-1373,-17
11.9944,OK,262.00,W,291,-1381,-23
